,University,Sex,Rank,TotalCompensation
9382,University of Toronto,female,Professor,136919.46
9383,University of Toronto,female,Professor,113949.45
9384,University of Toronto,female,Professor,173877.0
9388,University of Toronto,female,Associate Professor,121063.68
9389,University of Toronto,female,Professor,128673.24
9391,University of Toronto,male,Professor,167963.46
9393,University of Toronto,female,Professor,127922.04
9394,University of Toronto,male,Professor,271111.8
9396,University of Toronto,female,Professor,148179.9
9398,University of Toronto,male,Professor,116823.06
9399,University of Toronto,male,Professor,161494.5
9400,University of Toronto,male,Professor,134765.46
9403,University of Toronto,male,Associate Professor,134592.24
9404,University of Toronto,male,Associate Professor,136219.02
9408,University of Toronto,female,Professor,137442.78
9412,University of Toronto,male,Professor,190881.86
9413,University of Toronto,male,Professor,258519.9
9418,University of Toronto,male,Professor,166611.63
9420,University of Toronto,male,Professor,147491.28
9421,University of Toronto,male,Professor,191018.3
9423,University of Toronto,male,Professor,205171.5
9424,University of Toronto,male,Assistant Professor,152150.22
9426,University of Toronto,male,Professor,215091.22
9427,University of Toronto,female,Assistant Professor,110230.68
9433,University of Toronto,female,Professor,133011.36
9435,University of Toronto,male,Professor,160208.4
9436,University of Toronto,male,Professor,180501.48
9437,University of Toronto,male,Professor,151818.84
9438,University of Toronto,male,Associate Professor,170940.78
9441,University of Toronto,female,Professor,164906.52
9442,University of Toronto,male,Professor,179121.9
9444,University of Toronto,male,Professor,193834.92
9445,University of Toronto,male,Professor,212399.9
9446,University of Toronto,female,Associate Professor,153824.88
9447,University of Toronto,female,Professor,132890.52
9449,University of Toronto,male,Professor,181602.0
9450,University of Toronto,female,Associate Professor,103407.0
9452,University of Toronto,male,Professor,114943.2
9453,University of Toronto,female,Professor,214353.96
9454,University of Toronto,male,Professor,191305.98
9455,University of Toronto,male,Professor,195620.5
9456,University of Toronto,male,Professor,103586.64
9457,University of Toronto,male,Professor,191266.5
9461,University of Toronto,male,Professor,299786.48
9462,University of Toronto,male,Professor,106822.38
9463,University of Toronto,male,Professor,131004.6
9467,University of Toronto,male,Professor,183429.0
9468,University of Toronto,female,Professor,373947.0
9470,University of Toronto,female,Professor,183147.0
9473,University of Toronto,male,Professor,120000.0
9475,University of Toronto,male,Professor,112309.86
9477,University of Toronto,female,Associate Professor,146528.56
9478,University of Toronto,female,Professor,134791.74
9479,University of Toronto,male,Professor,303136.06
9480,University of Toronto,male,Professor,219700.02
9481,University of Toronto,male,Assistant Professor,100931.31
9482,University of Toronto,female,Professor,127176.36
9483,University of Toronto,female,Professor,154000.06
9485,University of Toronto,male,Professor,134742.04
9487,University of Toronto,male,Professor,267774.04
9488,University of Toronto,male,Assistant Professor,139943.19
9489,University of Toronto,male,Associate Professor,150324.04
9490,University of Toronto,male,Professor,282072.48
9491,University of Toronto,male,Assistant Professor,149016.0
9492,University of Toronto,female,Professor,161616.36
9493,University of Toronto,male,Professor,167962.26
9495,University of Toronto,male,Professor,442216.72
9496,University of Toronto,male,Professor,186945.78
9498,University of Toronto,male,Professor,158641.1
9499,University of Toronto,female,Professor,136333.5
9500,University of Toronto,female,Professor,145242.97
9501,University of Toronto,male,Professor,157081.26
9502,University of Toronto,male,Professor,126860.62
9504,University of Toronto,male,Professor,160274.28
9506,University of Toronto,male,Professor,303703.26
9507,University of Toronto,male,Professor,140676.54
9508,University of Toronto,male,Professor,167679.96
9510,University of Toronto,female,Professor,154560.42
9511,University of Toronto,female,Professor,146192.46
9512,University of Toronto,female,Professor,117015.34
9514,University of Toronto,female,Professor,150384.54
9515,University of Toronto,female,Professor,100895.76
9519,University of Toronto,male,Assistant Professor,144433.1
9520,University of Toronto,male,Professor,216425.52
9521,University of Toronto,male,Professor,144047.11
9523,University of Toronto,female,Professor,182536.5
9524,University of Toronto,male,Professor,140605.98
9525,University of Toronto,female,Associate Professor,175831.14
9526,University of Toronto,male,Professor,235764.81
9527,University of Toronto,male,Professor,133731.0
9528,University of Toronto,male,Professor,182012.28
9529,University of Toronto,female,Professor,129123.74
9530,University of Toronto,male,Professor,225815.22
9531,University of Toronto,male,Professor,132757.26
9532,University of Toronto,female,Assistant Professor,103223.16
9533,University of Toronto,male,Assistant Professor,123332.88
9534,University of Toronto,male,Professor,136599.3
9539,University of Toronto,female,Professor,130844.04
9540,University of Toronto,female,Professor,193501.08
9543,University of Toronto,female,Professor,179308.98
9544,University of Toronto,male,Professor,136394.46
9545,University of Toronto,female,Professor,112390.28
9547,University of Toronto,male,Professor,185937.0
9549,University of Toronto,female,Professor,144836.82
9550,University of Toronto,female,Professor,154711.02
9552,University of Toronto,female,Professor,124837.82
9553,University of Toronto,female,Professor,152923.98
9554,University of Toronto,female,Professor,157534.89
9555,University of Toronto,male,Professor,223745.88
9556,University of Toronto,male,Professor,213728.5
9558,University of Toronto,male,Professor,170034.9
9560,University of Toronto,female,Professor,133337.44
9561,University of Toronto,male,Professor,169103.94
9563,University of Toronto,male,Professor,159067.46
9565,University of Toronto,male,Professor,201550.26
9566,University of Toronto,female,Associate Professor,129042.06
9567,University of Toronto,male,Professor,164628.9
9568,University of Toronto,female,Professor,104086.8
9569,University of Toronto,male,Professor,125000.04
9570,University of Toronto,male,Professor,146980.38
9573,University of Toronto,male,Professor,246940.16
9574,University of Toronto,male,Professor,107508.6
9575,University of Toronto,male,Professor,126363.48
9576,University of Toronto,female,Professor,125901.36
9577,University of Toronto,female,Professor,124902.66
9579,University of Toronto,male,Assistant Professor,149536.98
9580,University of Toronto,male,Professor,442352.76
9581,University of Toronto,male,Professor,142547.88
9582,University of Toronto,female,Professor,158804.26
9584,University of Toronto,female,Associate Professor,146258.56
9586,University of Toronto,male,Professor,157725.54
9588,University of Toronto,male,Professor,206272.98
9591,University of Toronto,male,Associate Professor,132189.1
9592,University of Toronto,male,Professor,186772.26
9594,University of Toronto,female,Professor,130452.0
9597,University of Toronto,male,Professor,115646.97
9601,University of Toronto,male,Professor,145424.98
9602,University of Toronto,male,Professor,159855.78
9604,University of Toronto,male,Professor,140647.5
9605,University of Toronto,female,Professor,120747.96
9607,University of Toronto,male,Professor,167176.5
9608,University of Toronto,female,Professor,121571.46
9609,University of Toronto,male,Professor,186615.22
9610,University of Toronto,male,Professor,112848.22
9611,University of Toronto,female,Professor,122725.2
9612,University of Toronto,female,Assistant Professor,108176.52
9613,University of Toronto,female,Professor,162636.0
9616,University of Toronto,male,Professor,195818.77
9617,University of Toronto,male,Professor,211716.0
9619,University of Toronto,female,Associate Professor,122326.44
9620,University of Toronto,female,Professor,151940.2
9621,University of Toronto,female,Assistant Professor,104798.4
9623,University of Toronto,male,Professor,185393.82
9624,University of Toronto,male,Professor,115189.86
9626,University of Toronto,female,Professor,255911.76
9627,University of Toronto,female,Professor,101392.62
9630,University of Toronto,male,Associate Professor,172674.9
9634,University of Toronto,male,Professor,142507.38
9635,University of Toronto,female,Professor,113938.26
9638,University of Toronto,male,Professor,129066.27
9639,University of Toronto,male,Professor,273135.24
9640,University of Toronto,male,Professor,222371.4
9644,University of Toronto,male,Professor,159149.72
9645,University of Toronto,male,Professor,203092.02
9646,University of Toronto,female,Professor,144968.61
9647,University of Toronto,female,Associate Professor,130225.98
9648,University of Toronto,male,Professor,217546.5
9649,University of Toronto,male,Assistant Professor,105153.0
9651,University of Toronto,male,Professor,111530.76
9656,University of Toronto,female,Professor,334491.24
9657,University of Toronto,male,Professor,256716.52
9658,University of Toronto,male,Professor,207692.28
9659,University of Toronto,female,Professor,131963.76
9660,University of Toronto,male,Professor,288405.3
9661,University of Toronto,male,Professor,129344.22
9662,University of Toronto,male,Associate Professor,103413.6
9666,University of Toronto,male,Assistant Professor,126349.96
9670,University of Toronto,male,Professor,167286.48
9672,University of Toronto,male,Professor,132500.04
9673,University of Toronto,male,Professor,133399.52
9674,University of Toronto,female,Professor,109002.36
9677,University of Toronto,male,Professor,190102.26
9679,University of Toronto,male,Professor,158055.54
9680,University of Toronto,male,Professor,148213.74
